,Unnamed: 0,price,superficie_habitable,superficie_terrain,codeP,gouvernorat,delegation,localite,adresse,anneeConst,nbpiece,typeImm,fonds,plein_air,salle_de_bain,constructible,service,chauffage,climatisation,cuisine,installations_sportives,description
649,649,780000.0,150.0,150.0,,ARIANA,Ariana Ville,Cite Ennasr 2,ennasr 2,,0,maison,,,,,,,,,,"la maison de l’immobilier propose à la vente un triplex avec jardin, situé dans le quartier résidentiel d’ennasr 2 coté clinique.  ce triplex de 226 m² habitable, vous offrira aussi bien l'indépendance d'une maison que la sécurité d'une résidence gardée en r+2.  le rez de chaussée présente un salon salle à manger ouvrant sur une terrasse et un jardin, une salle d'eau et une grande cuisine avec séchoir et une pièce avec un balcon.  des escaliers nous mènent au soussol où on trouve une chambre de service avec sa salle d’eau et un grand espace de rangement.  le premier étage se compose de trois chambres à coucher spacieuses avec placards et une salle de bain et une suite parentale.  ce triplex est équipé de chauffage central et de climatiseurs.  un abri pour deux voitures est disponible.  superficie commune   281 m²  titre foncier disponible.  prix de vente 780 000 dinars ."
655,655,1500000.0,150.0,150.0,,ARIANA,Ariana Ville,El Menzah 7,el menzah 7,,0,maison,,,,,,,,,,"la maison de l'immobilier vous propose la vente d'une villa très bien entretenue sur trois niveaux.  cette villa est située bien dans un quartier calme et résidentiel à el menzah 7, proche de toutes les commodités, elle est répartie sur trois niveaux communicants.  elle trône dans un écrin de verdure. l'entrée dessert un double salon , lumineux grâce à son orientation et ses grandes ouvertures donnant sur un jardin. la cuisine est équipée d'une hotte, une plaque, et aménagée par des espaces de rangement. un séjour et une salle d’eau compètent ce compartiment.  a l’étage, le compartiment nuit loge cinq chambres à coucher dont une suite avec sa propre salle de bain, elles sont munies de dressing. les autres chambres se partagent deux salles de bain .  le rezdejardin est composé d'un séjour, trois chambres à coucher une salle de bain, une deuxième cuisine.  chauffage central, climatisation en split système et alarme sont disponibles."
658,658,960231.0,150.0,150.0,,ARIANA,Ariana Ville,Cite Ennasr 2,lotissement el kobbi ennassr 2,,0,maison,,,,,,,,,,"la société arabe de réalisations immobilières   sari (filiale atb) vous propose 3 duplexes de très haut standing dans sa nouvelle résidence la quintessence de type semicollectif sise sur les hauteurs d’ennasr 2 dont les caractéristiques sont   surface totale couverte   à partir de 299m² avec terrasse découverte et jardin privatif prix total en ttc avec un garage privatif pour 2 voitures et un cellier au soussol   à partir de 960 231dt  les prestations offertes   climatisation centrale assurée par le système vrv  chauffage central  avec thermostat. porte extérieure blindée  revêtement en marbre blanc joya dans les 2 parties jour et nuit revêtement sol et mural importés en grès  robinetterie, appareils sanitaires et quincaillerie de premier choix (roca et duravit). menuiserie extérieure en aluminium anodisé et volets roulants électriques en aluminium extrudé. menuiserie intérieure  en bois rouge avec placage en acajou sapelli.   placards agencés en mdf avec placage en acajou sapelli. cuisine agencée et équipée  pour plus de détails   24 625 665 (amel)  pour visite  22 228 275 (med)"
721,721,1250000.0,150.0,150.0,,ARIANA,Ariana Ville,El Menzah 7,el menzah 7,,0,maison,,,,,,,,,,"a vendre une villa à el menzah 7 composée de deux niveaux   le rez de chaussé ou on trouve un grand salonsalle à manger , un grand séjour , une petite pièce et une salle d'eau . le premier étage , composé par 5 chambres à coucher et une suite parentale . la villa est entourée des quatre cotés par un jardin arborisés , un garage voiture , chauffage centrale . droit de visite 20 dt et frais de l'agence 2% du prix d'achat ."
738,738,900000.0,150.0,150.0,,ARIANA,Ariana Ville,Nouvelle Ariana,la nouvelle ariana en face cité des sciences,,0,maison,,,,,,,,,,"cette villa de deux niveaux se situe dans un quartier résidentiel doté d'un bon voisinage.   la porte d'entrée donne sur la pièce de vie tapissée de marbre thala. celleci est lumineuse grâce à ses ouvertures qui offrent également un accès au jardin. dans la continuité, un séjour et une salle d'eau sont à disposition. la cuisine est agencée.   des escaliers mènent à l'étage qui couvre une suite parentale avec sa propre salle de bain avec jacuzzi et un coin de dressing, ainsi que deux chambres à coucher qui se partagent une salle de bain. cellesci donnent accès à une terrasse commune.   a l'extérieur, un garage et une salle d'eau sont à disposition."
742,742,1250000.0,150.0,150.0,,ARIANA,Ariana Ville,El Menzah 6,menzah 6,,0,maison,,,,,,,,,,"a vendre villa à rénover à menzah 6.  d'une superficie de 800 m² répartis sur 3 niveaux, cette demeure présente une excellent opportunité pour devenir un établissement d'éducation privé, ou une ville moderne après rénovation.  composé de 17 pièces répartis sur rezdechaussée, 1er étage et rezdejardin.  pour plus d'informations veuillez nous contacter au 28 344 789 / 24 344 021, agence immobilière la city"
761,761,850000.0,150.0,150.0,,ARIANA,LA SOUKRA,La Soukra,la soukra,,0,maison,,,,,,,,,,"phoenix estates, agence immobilière située à la marsa, vous propose à la vente une villa avec piscine d'un surface de 370 m² et d'un jardin de 220 m² sise à la soukra.  cette demeure offre au rez de chaussée un grand salonsalle à manger, une cuisine équipée avec séchoir et terrasse, une salle d'eau invités et un séjour.  quant à l’étage, il compte deux suites, deux chambres à coucher et une salle de bain commune.  la villa est chauffée et climatisée, elle dispose aussi un grand jardin un jardin gazonné un garage et deux entrées différentes.   prix   850000dt  nos agents sont à votre disposition pour toutes informations nécessaires et éventuelle visite.  veuillez nous contacter sur le +216 26647474  notre site web  phoenixestates. com"
762,762,3200000.0,150.0,150.0,,ARIANA,LA SOUKRA,Chotrana 3,,,0,maison,,,,,,,,,,"cette villa de charme jamais habitée se situe dans un quartier calme et résidentiel à coté restaurant firma.   l'entrée principale donne sur un jardin verdoyant et bien entretenu au milieu duquel implantée une piscine.   la porte d'entrée ouvre sur trois salons qui fournirent un espace de vie convivial revêtus de marbre cavalât bénéficiant d’une vue sur jardin et piscine. il communique avec une salle à manger. une salle d'eau est disponible pour les invités. la cuisine agencée. elle est complétée par une chambre de service avec salle d'eau et un débarras pour plus de fonctionnalité. une suite parentale est disponible au rez de chaussée   la partie nuit loge cinq suites parentales avec sa propres salle de bain ainsi que le dressing. deux salons complètent ce compartiment.   un jardin, une piscine (5m  12m), un parking pour 5 voitures sont disponibles à l'extérieur."
887,887,1200000.0,150.0,150.0,,ARIANA,LA SOUKRA,Chotrana 2,,,0,maison,,,,,,,,,,"sybaris immobilier, agence immobilière située à la marsa, met à votre disposition la vente de 3 somptueuses villas à chotrana 2. elles diffèrent légèrement dans leur composition, mais comportent toutes un jardin avec piscine et garage et sont composées de trois niveaux arrangés comme suit    rezdechaussée   salon, séjour, cuisine équipée, salle d'eau.  1er étage   suite avec salle de bain et dressing, deux/trois chambres avec salle de bain commune.  soussol   grand espace avec cours anglaise, local technique abritant le moteur de la piscine ainsi que la chaudière pour l'eau chaude et le chauffage, une buanderie, une pièce préaménagée pour une seconde cuisine, une salle d'eau, une pièce pour le personnel.  les deux étages principaux sont couverts de travertin et jouissent d'un chauffage au sol. le soussol est chauffé par des chauffages classiques. la maison est équipée de domotique avec vidéosurveillance et contrôle à distance."
970,970,700000.0,150.0,150.0,,ARIANA,Ariana Ville,Ariana,nouvelle ariana,,0,maison,,,,,,,,,,"occasion a ne pas rater, notre agence react immobilière vous propose a la vente une villa avec piscine inachevée a nouvelle ariana, emplacement idéal, de 423m²t et 130m²b pour plus de détail et plus d'information,  veuillez appeler directement le 95831830 ou 95809113"
1040,1040,900000.0,150.0,150.0,,ARIANA,LA SOUKRA,Dar Fadhal,la soukra,,0,maison,,,,,,,,,,"notre agence vous propose à la vente une maison de 200m² situé dans un quartier résidentiel à la soukra.  a l'entrée on découvre un espace de vie, une salle à manger, une chambre, une salle de douche et une cuisine qui donne sur la terrasse ainsi que le jardin. des escaliers nous mènent au 1er étage qui se compose d'un séjour ouvert, trois chambres à coucher dont deux avec placards et une salle de bain commune. le 2éme étage contient une chambre de service avec une grande terrasse.  la maison est équipée du chauffage central et de climatisation en split.  un abri de voiture est à votre disposition. pour plus d'informations veuillez nous contacter au 27418610."
1148,1148,680000.0,150.0,150.0,,ARIANA,LA SOUKRA,La Soukra,,,0,maison,,,,,,,,,,"l'affiche immo propose à la vente un très beau duplex neuf, dans une résidence calme et sécurisée avec salle de sport, à la soukra. il est composé, au rezdechaussée, d'un grand et lumineux salon salle à manger avec cheminée donnant sur le jardin, une cuisine équipée avec séchoir et une salle d'eau invités. a l'étage se trouvent deux chambres à coucher avec dressings, une salle de bain commune et une suite parentale. le duplex de deux places de parking au soussol.  pour plus d'informations veuillez contacter votre conseiller haykel au +216 55 228 007"
1192,1192,1300000.0,150.0,150.0,,ARIANA,LA SOUKRA,La Soukra,,,0,maison,,,,,,,,,,"réf  sv020 on met à votre disposition la vente d'une belle villa située dans un quartier résidentiel à la soukra d'une superficie de 1000 m². elle se compose d'un salon lumineux ouvert sur une belle terrasse, un séjour, une cuisine bien aménagée et équipée de plaque hotte et four avec un coin de repas, un débarras et une salle d'eau pour les invités.  a l'étage on trouve un joli coin de bibliothèque, une suite parentale avec sa salle de bain et un dressing, 3 chambres à coucher avec dressing et une salle de bain commune.  a l'extérieur on a un beau jardin, une piscine et un coin barbecue. la villa dispose également de climatiseurs, chauffage central et un abri de voiture portant 3 voitures. dans le jardin à côté on trouve un duplex qui se compose d'un grand salon, une petite cuisine, une salle d'eau et à l'étage on trouve 2 chambres à coucher avec dressings. prix demandé est de 1 300 000 dt. pour plus d'informations veuillez nous contacter  tel   20 777 057 fixe  36 176 777  soukra négoce"
1204,1204,850000.0,150.0,150.0,,ARIANA,LA SOUKRA,Dar Fadhal,,,0,maison,,,,,,,,,,"l'agence immobilière jouini à montplaisir vous propose en exclusivité une superbe villa à la soukra. (proche de l'université tunis carthage) très moderne et bien décorée à 10 min de carrefour la marsa et proche des écoles privées et de toutes commodités. elle est érigée sur 2 niveaux   au rezdechaussée   une cuisine équipée ouverte sur un spacieux salon, un coin séjour très agréable et une salle d'eau avec son vasque en marbre. tout entouré d'un beau jardin aménagé dans lequel il y'a une buanderie. au 2 ème étage   une suite parentale avec salle de bain, un dressing, un balcon et 3 chambres à coucher et une douche à l'italienne. la villa très bien ensoleillée, se trouvant dans une résidence calme avec gardien et caméras de surveillance 24/24 et dotée du chauffage central et équipée en énergie solaire. prix demandé   850.000 dt contact   (+216) 55 392 444 / 22 773 802"
1300,1300,1800000.0,150.0,150.0,,ARIANA,Sidi Thabet,Sidi Thabet,sidi thabet,,0,maison,,,,,,,,,,"l'agence immobilière jouini à montplaisir vous propose à la vente un vrai coup de coeur, un domaine à sidi thabet route bizerte d'une superficie de 12.200m²"
1312,1312,1750000.0,150.0,150.0,,ARIANA,LA SOUKRA,La Soukra,,,0,maison,,,,,,,,,,"à vendre une villa de 728 mètre carré à la soukra cote route x dans un quartier très calme. la villa est construit 500 mètre carré sur 2 niveaux avec possibilité d'indépendance de chaque étage. la villa dispose de 5 chambres dont deux suites ainsi que deux grands salons, un séjour et 2 cuisines. la villa dispose du chauffage central, des climatiseurs, d'un beau jardin ainsi q'un grand garage.tel 52 735 736"
1314,1314,950000.0,150.0,150.0,,ARIANA,Kalaat Landlous,Kalaat Landlous,agense kenza,,0,maison,,,,,,,,,,a vendre une tres belle villa a 500m deux etages cinq chambres deux salons toilette et salle de bain une grande cuisine grand jardin abri pour trois voiture studio indépendant a cité elghazella ariyena  prix 950 millions  pour plus dinformation contacté notre agence kinza 93643062/97489889
1316,1316,1750000.0,150.0,150.0,,ARIANA,LA SOUKRA,La Soukra,,,0,maison,,,,,,,,,,"à vendre une villa de 728 mètre carré à la soukra cote route x dans un quartier très calme. la villa est construit 500 mètre carré sur 2 niveaux avec possibilité d'indépendance de chaque étage. la villa dispose de 5 chambres dont deux suites ainsi que deux grands salons, un séjour et 2 cuisines. la villa dispose du chauffage central, des climatiseurs, d'un beau jardin ainsi q'un grand garage.tel 52 735 736"
1346,1346,750000.0,150.0,150.0,,ARIANA,Ariana Ville,Cite Ennasr 1,coté clinique ennasr,,0,maison,,,,,,,,,,on propose pour la vente   un duplex tres spacieux e moderne composé de  4 chambres à coucher y compris deux suites parentales  salon salle à manger  spacieuse cuisine equipée  salle de bain  salle d'eau invité  un grand terrasse  place parking contacter votre conseillère en immonilier sur le    50322324
1390,1390,3500000.0,150.0,150.0,,ARIANA,LA SOUKRA,Chotrana 2,chotrana 2 pas loin du terrain du golf,,0,maison,,,,,,,,,,tres belle villa tres haut standing dans un quartier tres chic de 2100 m2 couvet et 800 m2 jardin avec une belle piscine interieure et exterieure  des suites cuisine equipee des salons terrasses garage et chambres d ouvriers et de gardiens marbre climation et chauffage centrale avec une petite mosquee et un hamam bien equipe avec des jaccuzi  etc le prix est a  3 millions 500 milles dinars tunisiens legerement negociable contactez hejer sur le 50775950
1393,1393,970000.0,150.0,150.0,,ARIANA,Ariana Ville,El Menzah 5,menzah5  villa a demolir qui fai le coin,,0,maison,,,,,,,,,,"menzah5 villa à démolir fai le coin de 550 m2 , r+2 , neuf cent milles dinars pour visite contacter 21291414 agence immobilière el mostakbel"
1402,1402,720000.0,150.0,150.0,,ARIANA,LA SOUKRA,La Soukra,la soukra,,0,maison,,,,,,,,,,a vendre une belle villa jamais habiter tres haut standing a la soukra merci de nous contacter au 58 932 908
1405,1405,550000.0,150.0,150.0,,ARIANA,Ariana Ville,Cite Ennasr 2,a enaser 2 coté café hermes,,0,maison,,,,,,,,,,a vendre un spacieux duplex très haut standing dans une résidence  garder avec double ascenseur sis au dernière étage vue dégagée avec bonne orientation composée d'un salon salle à manger un séjour salle d'eau lave main une grande cuisine bien équipée terrasse avec deuxième cuisine quatre chambres à coucher avec dressing y compris une suite parentale  deux salle de bain et place de parking au sous sol.titre foncier tout en marbre boiserie noble
